Title,Published,Views,Likes,Dislikes,Comments
Whole Lotta Sole,2012,34826,98,12,13
New Year's Eve,2011,628694,749,119,173
Daffy's Rhapsody Sneak Peak,2012,57550,167,14,47
Deep Blue Sea,2012,184083,311,97,56
Polisse,2012,10507,65,15,10
Goodbye First Love,2012,8186,55,6,8
The Amazing Spider-Man,2012,49211,212,20,75
Attenberg,2012,37590,113,46,29
Journey 2: The Mysterious Island #3 CLIP,2012,47622,62,12,20
Nobody Else But You,2012,156495,124,38,22
"Pink Ribbons, Inc.",2012,4742,52,10,8
The Devil Inside,2012,79413,91,14,39
Prometheus,2012,347676,829,154,333
The Grey #1,2012,27355,51,5,14
The Assault,2012,2027519,1918,942,1065
Wallander,2012,64380,67,17,20
Ice Age: Continental Drift,2012,23608,74,9,10
The Devil Inside Clip #2- Dangerous Baptism,2012,22030,67,22,46
Black Sunrise,2012,1978111,2137,1690,1161
The Divide #2 Clip,2012,26968,54,10,28
How Do You Write A Joe Schermann Song,2012,6973,101,25,23
Red Tails Extended TV SPOT,2012,40565,153,24,55
Man on a Ledge,2012,11750,19,4,8
The Devil Inside,2012,18970,83,21,92
Mighty Fine,2012,21530,88,43,20
Twilight Breaking Dawn: Part 2,2012,588773,1056,230,165
A Thousand Words TV SPOT #1,2012,26864,102,8,18
Errors of the Human Body,2012,136152,118,36,37
The Broken Tower,2012,68350,132,12,17
Kill List,2012,41755,71,37,22
The Four Chinese,2012,50395,119,24,25
Twilight Breaking Dawn: Part 2,2012,588773,1056,230,165
Mighty Fine,2012,21530,88,43,20
Errors of the Human Body,2012,136152,118,36,37
The Broken Tower,2012,68350,132,12,17
Kill List,2012,41755,71,37,22
Weekend Box Office,2012,12844,38,4,8
Zombie Hamlet,2012,314334,711,392,252
Union Square,2012,114103,83,54,16
The Wicker Tree,2011,53023,98,84,71
Weekend Box Office,2012,29789,60,4,8
The GIrl With the Dragon Tattoo TV SPOT #2,2011,13499,39,3,17
Prometheus 13 Minutes of Haunting Slow Motion,2012,165701,342,91,95
Q Desire,2012,3546489,1684,1141,568
The End,2012,966031,801,449,324
I Wish,2012,12353,130,8,18
The Fourth Dimension,2012,67041,207,147,111
Late Bloomers,2012,11905,27,16,14
Keyhole,2012,17412,53,26,13
Nazis At The Center of the Earth,2012,2577694,2445,4280,3142
The Fairy,2012,66905,110,82,37
Zombie Massacre,2012,208579,356,383,259
Crazy Eyes,2012,21651,59,38,22
Chely Wright: Wish Me Away,2012,4710,42,26,13
Prometheus,2012,26253,148,4,38
First Winter,2012,21112,43,35,17
Haywire #2 CLIP,2012,29672,45,10,19
Unauthorized: The Harvey Weinstein Project,2011,20988,22,16,21
I Heart Shakey,2012,6803,35,31,19
For the Love of Money,2012,204734,102,65,18
Dracula,2012,548776,320,483,398
Total Recall,2012,153263,319,71,259
In The Family,2012,29372,52,31,14
G.I. Joe: Retaliation,2012,24977,140,5,24
Elefante Blanco,2012,10548,32,5,6
The Road,2012,24848,92,46,46
The Incident aka Asylum Blackout,2012,41534,65,29,6
LOL #1 CLIP,2012,78632,149,103,26
New,2012,45299,132,13,12
2012 Golden Globes,2012,26625,17,1,4
Man on a Ledge Clip #1,2012,7685,40,8,7
Weekend Box Office,2012,6372,45,3,13
Dreamscapes,2012,8953,46,15,5
Downtown Express,2012,24706,111,47,17
Battleship vs G.I. Joe: Retaliation,2012,5824,339,528,30
The Million Dollar Crocodile,2012,174189,180,72,75
Saving Private Ryan vs The Thin Red Line,2012,10038,576,262,133
This Means War Showdown,2012,26254,640,243,47
Extraterrestrial,2012,785437,292,1049,295
The Avengers,2012,64964,124,74,26
Meryl Streep vs Michelle Williams,2012,2569,78,78,20
Star Wars Hipsters,2012,9268,87,75,43
Wrath of the Titans vs John Carter,2012,6872,334,182,33
Best Romantic,2012,59970,91,16,11
Misshame Impossible,2012,48270,63,14,11
The Hobbit vs The Dark Knight Rises,2012,21991,750,1578,196
Melancholia vs The Tree of Life,2012,2894,75,181,13
Sherlock Holmes vs Sherlock Holmes: Game of Shadows,2012,3385,115,298,11
The Perks of Being a Wallflower,2012,8683239,53517,776,12943
Warm Bodies,2012,14413567,70881,2233,15101
Seven Psychopaths,2012,1643997,6670,152,428
The Dark Knight Rises Ultimate Trilogy,2012,5033634,48528,743,9098
Man of Steel,2012,5613760,17558,775,7417
Now Is Good,2012,1148413,6100,91,218
Cloud Atlas Extended,2012,20582386,79273,2923,21817
Samsara,2012,4453757,12576,396,1005
The Heat,2012,3058730,9494,350,1418
A Haunted House,2012,13743331,49920,2646,7717
Les Miserables,2012,673127,3027,77,728
Starlet,2012,1018926,5294,77,150
Safe Haven,2012,3680355,7661,356,709
Searching for Sugar Man,2012,764648,1903,64,161
The Host,2012,5119228,18225,1024,7160
World War Z,2012,12114270,34473,2209,12926
42,2012,275623,1126,21,241
Silent Hill: Revelation,2012,6221546,17787,934,4685
The House I Live In,2012,674834,3789,81,634
Sinister,2012,2531602,6201,325,724
Anna Karenina,2012,754346,2854,124,243
Unconditional,2012,1081668,5802,115,198
The Thieves,2012,1494712,3825,119,241
Wreck-It Ralph,2012,2351735,7149,380,2059
Beautiful Creatures,2012,4770355,14375,913,4777
Iron Man 3,2012,11264741,29064,1158,6324
Apple Maps Dark Knight Parody,2012,1921837,15689,454,694
Epic,2012,1174131,4426,157,639
Taken 2,2012,1120798,4491,138,1239
Apple Maps The Shining Parody,2012,457177,3492,74,154
The Central Park Five,2012,348624,1072,42,384
Snitch,2012,7216840,10328,534,2044
Gotham High  Dark Knight Batman PARODY!,2012,1438198,20942,894,4119
Liberal Arts,2012,609807,2179,70,341
Lincoln,2012,3207439,7074,464,4106
Nobody Walks,2012,1526273,2737,160,240
To Rome With Love,2012,497978,1546,72,132
Hansel and Gretel: Witch Hunters,2012,9257209,24233,1550,6793
The Well-Digger's Daughter,2012,218622,1086,20,27
The Prototype,2012,38921471,103696,6602,21033
Lincoln Extended TV Spot  Steven Spielberg,2012,191318,744,24,418
Starbuck,2012,543675,1795,65,431
The Last Stand,2012,3107501,5611,260,1151
Gangster Squad,2012,686025,2198,71,269
Stoker,2012,758770,1937,81,308
Mama,2012,12325961,26225,2454,5452
Oz the Great and Powerful,2012,1458633,3917,179,894
Chasing Mavericks,2012,241966,1007,43,59
Jack Reacher,2012,1360792,2858,156,560
Stand Up Guys,2012,1848655,3194,170,756
Flight,2012,294794,574,16,88
Here Comes the Boom,2012,475074,1737,63,328
Side By Side,2012,237036,967,13,163
Tarantino XX: 8-Film Collection,2012,97828,945,13,112
Pitch Perfect,2012,839190,2138,128,238
Taken 2,2012,245184,1062,24,191
The Sessions,2012,597146,2169,120,120
Life of Pi,2012,1929942,5630,371,880
James Bond,2012,53264,292,7,25
Diana Vreeland,2012,102241,612,22,41
Quartet,2012,503938,1054,57,150
Dragon,2012,300373,878,22,152
Bullet to the Head,2012,3825984,7214,447,1718
Django Unchained,2012,532257,2168,94,630
The Bay,2012,1396909,5232,373,1122
"Peace, Love & Misunderstanding",2012,94967,370,11,27
Chinese Zodiac,2012,1707817,3512,151,661
Holy Motors,2012,1038616,2375,185,465
Deadfall,2012,389702,729,40,93
Looper,2012,116485,1101,14,53
Escape Fire: The Fight to Rescue American Healthcare,2012,64686,380,9,112
Middle of Nowhere,2012,208938,693,28,91
Craigslist Joe,2012,211449,1217,56,177
The Man With The Iron Fists,2012,514398,1209,74,118
End Of Watch,2012,354065,932,38,122
Hello I Must be Going,2012,459288,975,51,57
Waiting For Lightning,2012,63635,399,13,39
Kon-Tiki,2012,929761,1190,77,257
Bones Brigade: An Autobiography,2012,59232,448,9,37
Rising From Ashes,2012,112573,573,11,35
I Give It a Year,2012,2329483,2693,245,526
Ambassador,2012,152991,415,20,38
Sinister,2012,351491,1489,67,439
10 Years,2012,2003128,3336,257,488
The Lone Ranger,2012,491722,1384,76,356
Oz the Great and Powerful,2012,417757,1658,85,273
Goats,2012,146969,450,20,43
A Royal Affair,2012,120008,368,21,32
Wreck-It Ralph,2012,491165,1538,74,394
Frankenweenie,2012,139586,585,29,56
Dark Skies,2012,6309379,9234,967,3883
The Company You Keep,2012,130037,660,26,84
The Mortal Instruments: City of Bones,2012,297768,1561,64,453
Sleepwalk With Me,2012,187535,528,35,42
Song For Marion,2012,222040,544,29,77
Cirque du Soleil Worlds Away,2012,118303,522,25,30
California Solo,2012,111280,569,22,156
Tai Chi 0,2012,155321,619,31,131
Flight,2012,106982,532,18,113
The Dark Knight Rises,2012,197722,869,33,207
Flight,2012,106982,532,18,113
The Dark Knight Rises,2012,197722,869,33,207
Playing for Keeps,2012,1827077,2170,196,425
Beauty Is Embarrassing,2012,85829,587,34,48
Alfred Hitchcock: The Masterpiece Collection,2012,27122,206,5,32
Beautiful Creatures,2012,243267,1087,84,251
Dreams of a Life,2012,106407,424,21,90
The Hobbit,2012,640707,2920,62,737
Bedevilled U.S. Launch,2012,314185,629,41,134
Broken,2012,126011,365,15,46
Freelancers,2012,1561323,2333,186,504
On the Road,2012,363654,915,60,96
Evil Dead,2012,259484,1355,96,459
How to Make Money Selling Drugs,2012,1179158,3957,315,974
Dredd,2012,2327106,5824,633,3010
The Pact,2012,1023436,1775,170,297
Ballplayer: Pelotero,2012,105151,196,11,32
This Is 40,2012,3473706,3640,453,926
The Rabbi's Cat,2012,113994,685,31,67
Jack The Giant Slayer,2012,5917732,8352,852,2070
The Inbetweeners,2012,195485,552,37,79
Texas Chainsaw,2012,3637967,8732,978,2747
Man of Steel,2012,972525,2681,120,1238
Chained,2012,937367,1331,133,362
Skyfall,2012,375382,1091,46,159
Big Easy Express,2012,46720,264,17,19
Love & Honor,2012,1525428,2320,253,325
Grave Encounters 2,2012,322568,1178,87,363
"3, 2, 1... Frankie Go Boom",2012,332174,636,60,99
The Dark Knight Rises,2012,46143,363,9,72
Promised Land,2012,516237,863,80,229
Chicken With Plums,2012,46491,269,15,34
The Grandmasters Chinese,2012,1043921,1350,102,349
Simon and the Oaks ,2012,76155,289,19,41
Vamps,2012,677715,4072,374,262
Monsters University,2012,1729393,5843,324,1016
Struck By Lightning,2012,153427,830,45,92
Smashed,2012,122871,506,23,114
Ai Weiwei: Never Sorry,2012,18438,199,9,20
Everybody Has a Plan,2012,147904,345,21,80
Skyfall,2012,617241,1342,76,236
Compliance,2012,1561075,1933,277,1285
Paranormal Activity 4,2012,492741,1465,169,513
Jack Reacher,2012,1086866,1653,210,307
Buried,2012,1004711,2588,182,612
The Paperboy,2012,3749455,3962,539,844
The Bourne Legacy Ultimate Action,2012,251784,669,32,148
Looper Ultimate Time Travel,2012,86661,384,10,47
Warm Bodies,2012,1274294,5474,168,1235
Looper Ultimate Time Travel,2012,86661,384,10,47
Phase IV,2012,91477,380,32,56
Wreck-It Ralph,2012,2088221,7653,335,2518
Paranormal Activity 4,2012,9408085,14363,2359,4539
A Glimpse Inside the Mind of Charles Swan III,2012,495295,1288,156,226
Sassy Pants,2012,91188,376,36,47
Rise of the Guardians,2012,23544,159,4,25
Hotel Transylvania,2012,572131,1855,91,212
Tai Chi 0,2012,353447,637,44,66
A Hijacking ,2012,87343,139,8,47
Film Fact  Heath Ledger,2012,41009,285,7,45
Branded,2012,978547,1529,210,758
Argo,2012,100949,312,25,47
Movie 43,2012,2830600,5504,919,837
Detropia,2012,67227,273,24,60
Painted Skin: The Resurrection,2012,140826,347,33,41
Grabbers,2012,644388,846,103,151
Wrong,2012,187598,413,48,100
Savages,2012,392369,769,66,155
The Hobbit: An Unexpected Briefing,2012,102245,1164,45,142
For Ellen,2012,63472,269,19,27
The Guilt Trip,2012,715618,945,138,301
Solomon Kane,2012,566083,1265,156,283
Mama,2012,243478,561,58,106
Dangerous Liaisons,2012,121847,174,13,35
Maniac,2012,438421,1333,113,487
Premium Rush,2012,62119,339,6,53
Les Misérables,2012,237401,1419,27,319
The Babymakers,2012,230306,480,61,63
2 Days in New York,2012,74993,136,14,19
Cloud Atlas,2012,153657,426,10,70
Despicable Me 2,2012,9144940,15874,2319,1072
Dead in Tombstone,2012,1029208,1441,143,260
Branded,2012,69225,273,28,88
Rock of Ages Through the Eyes of David Lynch ,2012,50550,146,13,15
"I, Anna",2012,52039,110,13,22
Fun SIze,2012,172260,831,113,207
Everyone Has a Plan Spanish,2012,59231,106,6,48
Not Fade Away,2012,32516,112,12,13
After,2012,154066,352,34,70
White Vengeance,2012,1076885,1077,163,282
Twice Born,2012,239458,410,27,62
The Last Reef,2012,322376,713,43,108
Parental Guidance,2012,124853,276,39,47
The Hole,2012,842904,1857,305,433
Silent Night,2012,1128032,2766,413,783
Carrie,2012,409774,1535,101,527
Seven Psychopaths,2012,30785,190,3,13
The Hobbit: An Unexpected Journey,2012,49704,442,7,40
Grassroots,2012,122291,202,26,33
Little White Lies,2012,72001,210,29,32
West of Memphis,2012,26182,89,11,25
Heleno,2012,67681,201,22,20
So Undercover,2012,909476,3327,733,349
"For a Good Time, Call...",2012,147891,326,54,33
Zero Dark Thirty,2012,89555,344,51,78
Passion,2012,1146434,1103,145,252
Americano,2012,854840,386,58,66
Bangkok Revenge,2012,128985,325,29,47
Jack & Diane,2012,1014988,1545,325,373
28 Hotel Rooms,2012,454282,359,72,55
Horrific Day Jobs,2012,242099,1139,138,75
The Loneliest Planet,2012,33237,165,25,24
Amber Alert,2012,548980,1657,404,1026
Stuff Your Face,2012,73302,201,27,37
Brave Ultimate Potion,2012,82452,166,13,59
Thunderstruck,2012,226253,661,153,138
Flight of the Butterflies,2012,140530,440,30,53
Cottage Country,2012,452159,404,91,81
"For a Good Time, Call...",2012,106327,418,49,71
Gang of The Jotas,2012,17306,113,17,9
High Ground,2012,37863,152,14,15
World War Z ,2012,98841,432,38,153
The Host 2 Featurette ,2012,287579,770,66,226
Gangster Squad,2012,16547,339,8,79
Rise of the Guardians,2012,161519,646,17,152
The Tall Man,2012,176902,421,112,247
Leprechaun Franchise,2012,120540,342,59,84
Universal Soldier: Day of Reckoning,2012,756229,847,191,246
Special Forces,2012,182258,677,143,157
Strong!,2012,69833,236,44,74
Save The Date,2012,4336680,4907,803,172
Parker,2012,9752292,7606,1782,262
I Will Follow You Into The Dark,2012,162644,259,70,74
In Their Skin,2012,465606,300,98,148
Citadel,2012,75077,161,41,25
About Cherry,2012,1123219,1237,301,145
The Zen of Bennett,2012,14720,81,12,7
Hermano,2012,306230,925,296,175
Looper,2012,27040,261,8,52
Weekend Box Office,2012,9836,31,4,5
Pusher,2012,504520,587,177,202
The Helpers,2012,1012186,1643,496,711
Blood Ted,2012,151359,484,72,65
Film Fact,2012,30046,256,12,38
Chinese Zodiac,2012,226613,649,66,168
Ingenious,2012,176238,201,38,46
Lords of Salem,2012,146068,543,203,294
Star Trek Into Darkness,2012,2989858,5312,2280,1857
Film Fact,2012,39004,112,11,15
Raiders of the Lost Ark,2012,45699,230,25,113
On The Road,2012,141728,337,105,106
Film Fact,2012,26316,87,7,26
Twilight Breaking Dawn: Part 2,2012,267890,1029,398,208
Beloved,2012,39628,85,27,13
Alien Augmented Reality,2012,18650,112,12,10
You've Been Trumped,2012,53189,297,81,167
Skyfall,2012,22882,172,3,37
360,2012,24249,97,26,29
Hellgate,2012,1221217,1630,676,540
Sister,2012,55422,93,27,12
Stolen,2012,3683581,2628,1225,1970
Room 237,2012,206148,266,77,74
Delhi Safari,2012,831787,1305,614,284
Battle of the Year,2012,161873,655,255,190
Catch My Disease,2012,14587,74,29,27
The Hunger Games: Catching Fire Motion Poster ,2012,37430,438,18,110
The Queen of Versailles,2012,220230,300,225,97
Eddie: The Sleepwalking Cannibal,2012,120845,183,50,52
The Fitzgerald Family Christmas,2012,144056,115,68,36
Film Fact,2012,30763,141,7,21
Film Fact  Christian Bale,2012,26822,199,3,22
Dorothy Of Oz,2012,168391,456,284,159
Weekend Box Office,2012,8444,47,6,8
Film Fact  Christian Bale,2012,19628,123,6,28
Sellebrity,2012,18216,68,21,31
Sex in the Summer,2012,305669,427,118,81
The Letter,2012,185076,197,96,95
Only the Young,2012,81573,234,167,77
Nature Calls,2012,65421,230,138,72
Frankenweenie,2012,12126,90,12,12
Bad Kids Go To Hell,2012,1177675,1375,1379,787
Werewolf The Beast Among Us,2012,729547,765,419,315
8 Mile,2012,52333,209,15,27
General Education,2012,135069,122,112,31
Honey Boo Boo For President,2012,38772,173,139,71
Zero Dark Thirty,2012,23893,142,64,47
The Fast and the Furious,2012,36404,103,12,14
Evil Dead,2012,50690,236,13,54
Sinister Ultimate Terror,2012,70578,199,20,52
Hold Your Breath Offical,2012,307688,314,392,208
A Liar's Autobiography,2012,6063,36,20,8
How to Survive a Plague,2012,4779,39,19,23
Home Run Showdown,2012,52607,100,107,64
Film Fact,2012,23055,95,12,9
Film Fact,2012,45150,112,11,16
King Kong,2012,94339,143,18,26
Film Fact,2012,21185,118,3,15
Weekend Box Office,2012,19663,38,3,8
That's What She Said,2012,13283,34,159,33
Skyfall,2012,32083,204,8,57
Epic,2012,50836,119,37,69
300,2012,27393,124,11,33
ParaNorman and the Expendables ,2012,23600,94,13,13
Prometheus,2012,49690,433,354,662
Jurassic Park III,2012,28030,77,13,21
Epic,2012,172949,478,240,722
The Day,2012,13369,38,33,12
Film Fact,2012,8881,39,11,24
Film Fact,2012,22377,97,9,8
Awakened,2012,21461,33,92,19
Paranormal Activity 4,2012,89519,236,243,275
Iron Man 3 Teaser for the,2012,152825,366,62,108
Film Fact,2012,24354,79,51,30
Cloud Atlas vs. Flight,2012,7510,283,207,34
Film Fact,2012,63507,119,122,17
Must See,2012,100864,273,122,82
Taken 2 vs. Bullet To The Head,2012,9773,331,105,49
The Twilight Saga: Breaking Dawn,2012,83861,365,305,82
Blu-Ray Picks,2012,6151,18,6,3
What's In The Bubbles?,2012,8176,36,14,24
Film Fact,2012,25659,94,25,14
Film Fact,2012,11002,37,25,40
Weekly,2012,8327,18,21,7
Prometheus,2012,24515,181,72,207
About Time,2013,11990119,40913,880,3081
Don Jon,2013,8376318,30876,935,5232
The Great Gatsby,2013,1527278,7597,111,1232
42,2013,2941427,10795,308,3047
The Mortal Instruments: City of Bones,2013,7183711,39583,1059,9760
Now You See Me,2013,11458715,33488,1065,5991
The Kings of Summer,2013,1265953,4979,89,545
The Great Gatsby,2012,3683723,14211,322,3700
"The Way, Way Back",2013,2390251,7289,201,925
Prisoners,2013,8951728,19167,714,4730
Kick-Ass 2,2013,3251883,25215,786,7186
Jason Statham vs the World,2013,3138858,15435,258,1478
Carrie,2013,4079917,19720,856,4947
Pain and Gain,2012,19940078,45625,2629,7773
Thor: The Dark World,2013,3414173,12487,411,2765
The Bling Ring,2013,8676691,24839,1492,5116
Star Trek Into Darkness NEW,2012,1818259,5470,183,1412
Byzantium,2013,2565568,10439,334,1005
Now You See Me,2013,6568060,18608,690,3168
The Purge,2013,31100490,97478,7117,39287
The Hangover Part III,2013,13994917,36205,1829,6841
Identity Thief,2012,4440067,10283,506,1037
The World's End,2013,3610585,11681,556,2481
Greetings From Tim Buckley,2013,1536483,4864,165,338
Only God Forgives,2013,1864196,9426,251,2532
Yelling to the Sky,2012,825930,5028,123,377
Fast & Furious 6,2013,1569201,7115,166,1572
The Lone Ranger,2012,8448454,17924,919,5429
This is the End Green Band,2013,1023650,4498,138,675
From Up On Poppy Hill,2013,583902,6127,48,581
Red 2,2013,2402832,5748,168,753
Into the White,2013,1172798,3262,106,698
Fast & Furious 6,2013,26517561,79022,3418,17018
Mud,2013,2364884,4278,226,601
Violet & Daisy,2013,1669222,5621,198,344
The World's End,2013,717048,3509,100,472
Star Trek Into Darkness,2013,6704309,15238,747,5539
Percy Jackson: Sea of Monsters,2013,5192694,21730,1172,6519
Man of Steel,2013,5121101,16769,657,5579
Oblivion,2012,7135557,16319,848,4466
Man of Steel,2012,8637719,26776,1103,8590
Pacific Rim,2012,5741927,19904,1054,10433
The Great Gatsby,2013,546245,1741,37,212
The Internship,2013,636339,1830,80,238
The East,2013,1056882,2860,107,310
This Is the End,2013,661601,3004,107,343
Top Ten Tony Stark Quotes,2013,1118209,7152,246,812
You're Next,2013,4757094,12621,846,4389
The Conjuring,2013,7044176,13701,1044,3632
The Hangover Part III,2013,3151586,11154,362,2007
Mr. Pip,2013,814033,3756,111,525
Ender's Game,2013,3923897,10266,677,3313
Knights Of Badassdom,2013,7476640,21502,1471,3962
Gangs of New York 10th Anniversary Ultimate,2012,446296,1094,30,158
The Wolverine,2013,1169555,3888,165,695
August Osage County,2013,2752550,4233,309,1160
Red 2,2013,3387150,6639,359,941
Captain Phillips,2013,737684,2699,111,685
We Steal Secrets,2013,4526379,13818,853,2380
TPB AFK: The Pirate Bay Away from Keyboard,2013,172610,859,24,199
Summer In February,2013,1477321,5391,106,346
Twenty Feet From Stardom,2013,795921,1767,81,172
The Host,2013,3152569,10331,549,1794
The Young and Prodigious Spivet,2013,489554,2329,57,125
The Reluctant Fundamentalist,2013,302789,1173,47,126
Much Ado About Nothing,2013,612092,2647,109,693
Welcome To The Punch,2013,2238079,3510,177,510
Elysium,2013,863321,4360,162,837
Star Trek Ultimate Saga,2013,340395,4660,161,598
The Best Offer,2013,1459459,2044,122,371
After Earth,2012,17188719,40914,3411,12668
Ain't Them Bodies Saints,2013,830294,1604,90,215
Trance,2013,339060,1461,44,133
Veronica Mars,2013,272213,2836,71,222
Kevin Hart: Let Me Explain,2013,1465783,5113,195,733
Upside Down US Release,2013,622490,2830,168,593
